EmployeeNumber,Attrition,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,BusinessTravel,PerformanceIndex,JobInvolvement,JobLevel,PerformanceRating,MonthlyAchievement,MonthlyIncome,Incentive,StockOptionLevel,DistanceFromHome,OverTime,StandardHours,RemoteWork,FlexibleWork,WorkLifeBalance,StressRating,StressSelfReported,ExtendedLeave,WelfareBenefits,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HowToEmploy,InHouseFacility,ExternalFacility
1687,No,38,Female,Married,2,Medical,Research & Development,Laboratory Technician,Travel_Rarely,87,3,1,4,26176,9012,4506,1,4,0,40,4,1,2,2,2,1,4,5,4,3,4,7,7,0,0,0,0,intern,1,1
1689,No,53,Male,Married,4,Medical,Research & Development,Healthcare Representative,Travel_Rarely,48,4,3,3,3458,8727,0,0,24,15,40,5,1,3,2,1,0,4,2,2,4,3,3,11,4,3,1,2,intern,1,1
1691,Yes,48,Female,Married,2,Medical,Sales,Sales Representative,Travel_Frequently,95,3,1,1,11740,7940,0,2,7,17,40,2,0,3,1,3,0,2,3,4,3,3,2,19,9,7,7,7,intern,1,1
1692,No,32,Male,Single,4,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,95,3,1,2,24852,6913,2073,0,2,1,40,2,1,3,2,2,0,3,2,4,2,1,1,1,1,0,0,0,direct_recruiting,1,1
1693,No,26,Male,Single,3,Medical,Research & Development,Laboratory Technician,Non-Travel,76,3,1,4,11925,10603,1322,0,7,2,40,4,1,3,2,1,1,4,5,4,4,3,1,7,7,7,5,7,agent_A,1,1
1694,No,55,Male,Divorced,3,Technical Degree,Research & Development,Research Scientist,Travel_Rarely,94,2,1,2,23737,7225,2167,1,22,3,40,4,0,3,3,4,0,1,1,1,2,4,5,8,4,2,1,2,direct_recruiting,0,0
1696,No,34,Male,Married,2,Medical,Research & Development,Laboratory Technician,Travel_Rarely,57,2,2,3,11912,7611,3615,1,5,26,40,4,1,4,1,1,1,4,3,2,4,3,1,15,15,10,4,13,agent_A,1,1
1697,No,60,Male,Divorced,4,Medical,Research & Development,Healthcare Representative,Travel_Rarely,92,1,3,4,20467,5947,2973,1,1,10,40,4,1,4,2,2,0,3,2,3,4,3,3,19,1,0,0,0,intern,1,1
1698,No,33,Male,Married,3,Medical,Research & Development,Laboratory Technician,Travel_Rarely,79,4,1,3,13637,5972,2836,3,21,27,40,3,1,3,3,2,0,4,6,2,2,4,1,14,14,11,2,13,intern,1,0
1700,No,37,Male,Divorced,4,Medical,Sales,Sales Executive,Travel_Frequently,31,1,2,3,7677,6495,1182,2,1,24,40,4,1,2,1,1,1,4,2,3,4,3,1,6,6,3,1,3,agent_A,1,1
1701,No,34,Female,Married,3,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,35,2,1,2,20338,5105,0,0,19,3,40,4,1,3,3,2,0,3,3,2,4,2,1,10,10,9,8,7,intern,0,0
1702,Yes,23,Male,Divorced,3,Life Sciences,Sales,Sales Representative,Travel_Rarely,99,3,1,4,25103,6888,3099,1,7,30,40,4,1,3,2,2,0,3,2,3,4,2,1,3,3,2,0,2,intern,1,1
1703,No,44,Female,Married,3,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,96,4,3,3,14810,7233,3435,1,2,20,40,5,1,3,3,3,0,4,2,3,4,2,1,9,8,7,6,7,agent_B,1,1
1704,No,35,Male,Single,4,Medical,Research & Development,Research Scientist,Travel_Frequently,79,2,1,3,13970,9700,4270,0,2,28,40,2,0,4,3,1,0,2,2,1,4,3,0,6,5,4,1,4,intern,1,0
912,No,30,Female,Married,1,Medical,Sales,Laboratory Technician,Travel_Rarely,73,3,2,2,6069,7710,0,1,7,1,40,4,1,3,3,2,0,3,3,4,4,1,6,9,5,4,1,4,agent_B,1,0
1707,No,24,Male,Married,3,Medical,Research & Development,Research Scientist,Travel_Rarely,62,4,1,3,17616,5063,2404,1,9,19,40,4,1,3,2,2,0,4,1,3,3,4,1,5,5,3,0,4,intern,1,1
1708,No,41,Male,Single,3,Marketing,Sales,Sales Executive,Travel_Rarely,35,3,3,2,15869,3569,0,0,6,17,40,3,1,3,1,1,0,4,3,4,3,2,1,10,10,8,8,7,agent_B,1,1
1709,No,29,Female,Married,4,Medical,Research & Development,Laboratory Technician,Travel_Rarely,43,3,1,3,25412,6854,3255,1,9,12,40,3,1,3,2,2,1,4,2,4,3,3,9,9,5,3,1,2,New_graduate_recruitment,1,0
1710,No,36,Female,Single,4,Life Sciences,Sales,Sales Representative,Travel_Rarely,51,3,2,3,7439,9158,0,0,2,31,40,3,1,2,1,1,1,4,2,3,4,3,3,17,13,7,6,7,intern,1,1
1712,No,45,Male,Married,1,Life Sciences,Research & Development,Healthcare Representative,Non-Travel,74,2,3,4,3395,7529,0,1,1,14,40,2,1,2,3,2,1,4,3,3,3,4,3,25,23,15,14,4,New_graduate_recruitment,1,0
1714,Yes,24,Male,Married,1,Human Resources,Human Resources,Human Resources,Travel_Rarely,58,1,1,1,11585,7467,0,1,22,29,40,4,1,3,1,1,0,3,2,4,3,3,1,1,1,0,0,0,intern,1,1
1716,No,47,Male,Married,3,Life Sciences,Sales,Sales Executive,Travel_Frequently,82,1,4,1,24164,8169,0,0,9,16,40,3,1,1,2,2,1,4,3,3,3,3,7,25,23,5,14,10,intern,1,0
1718,No,26,Male,Married,4,Medical,Research & Development,Laboratory Technician,Travel_Rarely,62,1,1,3,6217,10828,0,3,17,0,40,4,1,4,1,2,1,4,3,4,3,3,1,3,3,2,0,2,intern,1,1
1719,No,45,Female,Single,2,Technical Degree,Research & Development,Research Director,Travel_Rarely,48,2,4,1,17119,6311,0,0,28,17,40,4,1,3,2,2,0,3,2,4,2,3,1,21,21,6,8,6,intern,1,1
1720,No,32,Male,Married,3,Life Sciences,Research & Development,Research Scientist,Travel_Frequently,56,3,1,1,17360,6009,0,1,10,35,40,3,0,2,4,1,0,1,3,1,3,1,6,10,5,2,1,3,agent_B,0,0
1721,No,31,Male,Married,4,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,69,3,1,2,18103,9088,0,1,2,0,40,2,1,4,2,2,1,4,2,2,3,4,1,6,5,2,0,3,agent_B,1,1
1722,No,41,Male,Married,3,Human Resources,Human Resources,Human Resources,Non-Travel,60,1,2,4,20794,5377,0,1,4,26,40,2,1,3,1,1,1,4,4,3,2,2,6,10,3,2,1,2,direct_recruiting,1,1
1724,No,40,Female,Married,2,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,92,3,2,3,5041,5358,0,1,8,2,40,3,1,3,2,3,0,1,3,2,1,2,2,18,1,0,0,0,intern,0,0
1725,No,24,Male,Divorced,1,Medical,Research & Development,Laboratory Technician,Travel_Rarely,91,3,1,2,3622,6747,0,3,29,13,40,3,1,4,3,3,0,2,2,2,1,2,1,6,6,2,1,2,intern,0,0
1727,No,46,Male,Single,4,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,34,3,2,2,9697,5374,0,0,13,0,40,3,1,3,1,2,0,4,3,3,2,4,6,19,10,7,0,9,agent_C,1,1
1728,No,35,Male,Married,4,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,49,3,2,2,5151,9050,0,1,27,18,40,3,1,3,3,1,0,1,3,4,3,2,2,17,7,7,0,7,agent_C,0,0
1729,No,30,Male,Married,1,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,33,3,1,1,3811,2255,0,1,16,9,40,4,1,2,3,1,0,3,2,2,4,2,1,10,10,0,0,8,agent_B,0,0
1731,No,47,Male,Married,4,Marketing,Sales,Sales Executive,Non-Travel,87,3,2,1,3536,7571,0,1,2,2,40,1,1,1,2,1,1,3,3,3,2,4,7,4,1,0,0,0,intern,1,1
1732,No,46,Male,Divorced,3,Life Sciences,Sales,Sales Executive,Travel_Rarely,74,3,3,2,5596,5983,0,1,2,14,40,3,0,2,3,2,0,2,5,3,4,2,4,13,10,6,0,3,New_graduate_recruitment,0,0
1733,No,36,Male,Divorced,5,Marketing,Sales,Sales Executive,Travel_Rarely,96,2,2,2,8658,12612,0,3,13,0,40,2,0,3,3,3,0,1,3,2,1,2,5,16,2,2,2,2,intern,0,0
1734,Yes,32,Male,Single,2,Life Sciences,Sales,Sales Executive,Travel_Rarely,34,1,2,3,12147,2973,0,0,1,24,40,4,0,3,2,2,0,2,2,1,2,2,6,10,0,0,0,0,agent_A,0,0
1735,No,23,Female,Single,1,Medical,Research & Development,Laboratory Technician,Travel_Rarely,51,3,1,2,12862,3544,0,0,4,7,40,2,0,1,3,2,0,1,3,3,2,3,1,3,3,2,1,2,intern,1,0
1736,No,31,Female,Single,1,Technical Degree,Research & Development,Manufacturing Director,Travel_Frequently,30,3,2,4,6670,5047,1623,0,24,28,40,5,0,2,3,1,0,1,3,4,4,4,2,9,5,4,1,4,intern,0,0
1737,No,39,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,Non-Travel,77,3,2,4,8989,5067,2533,1,1,17,40,3,1,3,2,1,1,4,2,4,4,4,1,9,9,8,5,8,intern,1,1
1739,No,32,Male,Married,3,Life Sciences,Sales,Sales Executive,Travel_Rarely,80,1,3,2,3840,5284,0,1,19,14,40,3,1,1,2,1,1,4,2,4,3,3,3,10,4,3,0,2,intern,1,1
1740,No,40,Male,Single,4,Medical,Sales,Manager,Travel_Rarely,88,3,5,3,4349,9198,0,0,7,12,40,2,0,2,3,3,0,2,3,2,2,2,1,21,21,8,12,8,direct_recruiting,1,0
1744,No,45,Female,Married,3,Life Sciences,Human Resources,Human Resources,Travel_Rarely,56,1,3,4,6595,4406,0,2,4,4,40,3,1,4,3,3,1,3,2,3,3,3,4,9,5,0,0,3,intern,1,0
1745,No,30,Female,Single,4,Technical Degree,Research & Development,Research Scientist,Travel_Frequently,78,2,1,3,26427,5171,2456,0,2,0,40,1,1,3,2,2,0,3,2,4,1,4,0,10,9,7,0,7,intern,1,0
1746,No,24,Male,Married,3,Medical,Human Resources,Human Resources,Travel_Frequently,59,3,1,3,2097,6213,0,1,10,8,40,3,0,3,4,4,0,1,2,1,4,4,0,3,2,2,2,1,intern,0,0
1747,Yes,30,Female,Divorced,3,Human Resources,Human Resources,Human Resources,Travel_Frequently,66,2,1,2,9732,5761,0,1,8,20,40,2,0,2,3,1,0,2,0,3,4,3,6,6,4,2,1,2,direct_recruiting,0,0
1749,No,31,Male,Married,3,Technical Degree,Sales,Sales Executive,Travel_Rarely,51,3,2,4,20943,7190,3595,1,5,2,40,3,1,3,5,2,0,4,3,1,3,3,1,6,5,2,0,2,New_graduate_recruitment,1,0
1751,No,27,Female,Single,3,Medical,Research & Development,Research Scientist,Travel_Rarely,67,3,1,1,6152,6963,0,0,8,6,40,3,1,2,2,2,0,3,5,3,4,3,1,6,6,2,1,4,intern,1,1
1752,Yes,29,Female,Single,3,Marketing,Sales,Sales Representative,Travel_Rarely,52,1,1,1,14630,10789,0,0,9,6,40,2,1,3,2,2,0,2,3,2,2,3,1,2,2,2,2,2,agent_B,1,0
1753,No,29,Male,Single,3,Life Sciences,Research & Development,Healthcare Representative,Travel_Frequently,70,4,2,2,23060,7106,2131,0,1,0,40,2,0,4,1,2,0,2,5,4,3,4,8,10,3,2,0,2,intern,1,0
1754,No,30,Male,Divorced,2,Marketing,Sales,Sales Executive,Travel_Rarely,94,2,3,1,3088,6735,0,1,15,10,40,2,0,3,4,4,0,1,2,3,1,1,2,12,7,7,1,7,agent_B,0,0
1755,No,34,Male,Married,4,Medical,Research & Development,Research Scientist,Travel_Rarely,97,4,1,2,5586,5291,295,3,2,16,40,3,1,3,2,1,0,4,3,4,4,1,0,6,5,0,1,2,agent_C,1,1
1756,No,33,Female,Single,3,Marketing,Sales,Sales Executive,Non-Travel,62,3,2,3,10697,9055,1642,0,2,34,40,3,1,2,1,1,1,4,2,4,2,4,8,13,11,7,1,7,intern,1,1
1757,No,49,Female,Single,4,Marketing,Sales,Sales Executive,Travel_Rarely,80,3,2,1,8191,6563,0,0,11,55,40,3,1,4,4,3,0,3,1,4,4,3,3,8,5,1,0,4,agent_C,1,1
1758,Yes,33,Female,Single,3,Life Sciences,Sales,Sales Executive,Travel_Rarely,74,3,3,4,10092,8839,0,0,16,7,40,3,0,2,4,2,0,1,2,1,1,3,2,11,0,0,0,0,intern,0,0
1760,No,38,Female,Married,2,Medical,Research & Development,Laboratory Technician,Travel_Frequently,75,2,1,2,15963,5222,1566,1,2,25,40,2,1,2,3,2,0,3,4,3,2,2,4,9,6,1,0,5,agent_B,1,0
1761,Yes,31,Male,Married,4,Marketing,Sales,Sales Executive,Travel_Rarely,70,3,3,2,19002,8466,1693,3,16,7,40,3,0,3,4,4,0,1,2,1,3,1,2,10,1,0,0,0,intern,0,0
1762,No,29,Female,Divorced,3,Technical Degree,Research & Development,Research Scientist,Travel_Rarely,91,2,1,2,10007,10066,0,1,4,16,40,2,1,3,3,3,0,2,2,4,1,3,1,1,1,0,0,0,intern,1,0
1763,No,30,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,58,4,2,3,9128,7135,1993,1,16,15,40,5,1,3,3,2,0,3,3,3,3,3,3,10,7,0,1,7,intern,0,0
1764,No,32,Male,Single,4,Technical Degree,Research & Development,Research Scientist,Non-Travel,65,3,1,3,17674,5934,2818,0,5,8,40,2,0,3,3,3,0,1,3,2,2,2,2,12,7,7,0,7,agent_B,1,0
1766,No,38,Male,Married,3,Medical,Research & Development,Healthcare Representative,Travel_Rarely,60,1,2,3,24539,6665,3165,1,18,14,40,3,1,3,2,2,0,3,2,2,4,3,3,15,1,0,1,0,agent_A,1,0
1767,Yes,43,Male,Married,3,Technical Degree,Research & Development,Research Scientist,Travel_Frequently,38,2,1,3,15587,4883,0,1,17,6,40,4,0,3,3,1,0,2,4,3,3,4,9,6,1,0,0,0,intern,0,0
1768,No,42,Male,Divorced,3,Medical,Research & Development,Laboratory Technician,Travel_Rarely,57,3,1,4,8952,6703,2249,3,12,15,40,5,0,2,3,3,0,1,6,2,2,2,8,7,5,3,0,4,New_graduate_recruitment,0,0
1770,No,55,Male,Married,3,Medical,Research & Development,Research Director,Travel_Rarely,60,2,5,2,19805,7691,0,3,2,12,40,0,0,3,3,3,0,1,2,3,1,2,8,34,1,0,0,0,agent_C,0,0
1771,No,33,Male,Divorced,3,Technical Degree,Research & Development,Research Scientist,Non-Travel,90,3,2,3,6194,5799,395,2,4,13,40,1,1,2,2,2,1,3,2,4,2,4,5,11,9,8,1,7,direct_recruiting,1,1
1772,No,41,Male,Divorced,4,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,94,3,1,4,20520,10800,5400,2,9,6,40,4,0,3,3,2,0,2,2,3,1,2,1,5,5,3,0,4,agent_B,0,0
1774,No,34,Male,Divorced,3,Life Sciences,Sales,Sales Executive,Non-Travel,87,3,2,3,12313,9553,2760,1,10,2,40,3,1,3,2,2,1,4,3,4,3,3,1,15,15,14,0,7,intern,1,1
1775,No,53,Female,Married,4,Medical,Research & Development,Manufacturing Director,Non-Travel,60,2,4,4,22308,9275,4637,3,1,11,40,3,0,2,3,3,1,1,2,1,3,4,4,27,3,2,0,2,intern,0,0
1778,No,43,Male,Single,3,Life Sciences,Human Resources,Human Resources,Travel_Rarely,97,3,1,2,5033,11294,0,0,2,8,40,2,0,3,3,3,0,2,5,2,4,2,0,10,9,7,1,8,direct_recruiting,1,0
1779,No,34,Female,Single,2,Life Sciences,Sales,Sales Executive,Travel_Rarely,32,1,2,2,25353,3035,0,0,3,3,40,3,1,3,2,1,0,2,3,4,4,1,5,6,2,2,2,2,intern,1,0
1780,Yes,21,Male,Single,1,Marketing,Sales,Sales Representative,Travel_Rarely,31,3,1,2,4567,4807,0,0,7,36,40,1,0,3,5,5,0,1,3,2,2,2,1,1,1,0,1,0,intern,0,0
1782,No,38,Female,Married,2,Other,Research & Development,Laboratory Technician,Travel_Rarely,40,2,1,1,16376,5700,0,1,6,16,40,1,1,3,1,1,1,4,3,4,3,2,1,5,5,4,0,4,intern,1,1
1783,Yes,22,Female,Married,1,Medical,Research & Development,Laboratory Technician,Travel_Rarely,79,3,1,2,15999,6146,0,0,8,20,40,1,1,3,2,1,0,3,6,3,1,3,1,1,1,0,0,0,agent_B,1,0
1784,No,31,Female,Married,4,Marketing,Sales,Sales Executive,Travel_Rarely,91,2,2,3,13402,9560,3842,2,29,20,40,5,1,3,2,2,1,4,3,1,4,1,1,13,12,7,5,7,intern,1,1
1786,No,51,Female,Married,3,Technical Degree,Research & Development,Manager,Travel_Rarely,53,3,3,1,22984,5719,0,0,3,8,40,2,1,3,2,1,0,2,2,1,3,4,2,15,2,2,2,2,intern,1,0
1787,No,37,Male,Married,2,Marketing,Sales,Sales Executive,Travel_Rarely,46,2,2,3,8800,3985,1892,2,9,10,40,3,1,3,3,2,0,3,2,2,2,1,1,5,5,2,0,3,intern,0,0
1789,No,46,Male,Divorced,4,Medical,Research & Development,Research Director,Travel_Rarely,46,3,5,3,14218,8770,0,1,2,23,40,3,0,3,2,3,0,1,3,3,4,3,7,24,2,1,2,2,direct_recruiting,0,0
1790,No,36,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,90,3,3,2,25949,8361,0,1,10,21,40,1,1,3,3,3,0,3,1,4,1,4,7,15,12,8,5,7,direct_recruiting,1,0
1792,Yes,44,Male,Divorced,2,Medical,Research & Development,Research Scientist,Travel_Frequently,99,3,1,2,11092,5833,0,3,1,8,40,1,0,2,4,4,0,1,2,3,2,3,1,6,5,3,2,3,direct_recruiting,0,0
1794,No,37,Male,Divorced,2,Other,Human Resources,Human Resources,Travel_Rarely,89,3,2,2,12832,9112,0,0,8,41,40,3,1,2,2,2,0,3,4,3,2,3,2,19,10,0,4,7,intern,1,0
1797,Yes,35,Male,Single,3,Life Sciences,Sales,Sales Executive,Travel_Rarely,84,3,2,3,13492,9687,3805,0,27,1,40,5,1,3,3,1,0,4,2,3,4,4,1,10,10,7,7,7,New_graduate_recruitment,1,1
1798,No,33,Male,Married,4,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,90,4,1,4,6076,7938,0,1,8,16,40,2,1,3,3,2,0,3,1,4,1,2,6,14,10,8,7,6,intern,1,0
1799,No,28,Male,Married,3,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,82,3,1,1,5531,7587,0,1,1,4,40,2,1,4,2,2,1,4,6,3,4,3,1,5,5,3,0,3,agent_B,1,1
1800,No,39,Male,Single,1,Medical,Research & Development,Research Director,Travel_Rarely,65,3,3,4,7914,7091,823,0,10,46,40,3,0,3,3,2,0,1,3,3,3,3,7,9,4,3,2,2,intern,0,0
1801,No,46,Male,Single,2,Life Sciences,Sales,Sales Executive,Non-Travel,98,2,2,3,25166,7754,3683,0,26,22,40,3,1,3,2,1,0,3,3,2,2,3,8,6,2,2,2,2,intern,1,1
1802,No,40,Female,Married,2,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,99,3,1,3,25605,8286,3935,1,2,1,40,2,1,2,3,2,1,3,5,3,1,4,4,7,4,3,0,2,New_graduate_recruitment,1,0
1803,No,42,Male,Married,3,Medical,Research & Development,Healthcare Representative,Travel_Rarely,95,4,2,2,5696,6332,0,2,13,31,40,2,1,2,3,2,0,3,2,2,1,3,5,10,0,0,0,0,agent_A,1,0
1804,No,35,Male,Divorced,2,Medical,Research & Development,Manufacturing Director,Non-Travel,90,3,2,3,24442,7942,3772,1,2,20,40,4,0,3,2,2,0,2,6,2,4,3,2,15,7,7,1,7,agent_A,1,0
1805,No,38,Male,Divorced,3,Human Resources,Human Resources,Human Resources,Non-Travel,100,3,1,2,7129,10455,0,3,2,11,40,1,1,3,3,2,0,3,3,1,2,4,5,13,11,10,3,8,intern,1,0
1807,Yes,34,Male,Married,4,Life Sciences,Research & Development,Laboratory Technician,Travel_Frequently,93,3,2,3,6208,4438,0,1,9,26,40,2,1,2,3,2,0,3,3,4,1,3,4,11,7,1,0,7,intern,1,0
1809,Yes,37,Male,Single,4,Medical,Research & Development,Manufacturing Director,Travel_Rarely,58,3,2,3,4992,7820,0,0,10,3,40,2,0,1,4,3,0,1,4,4,1,2,1,10,10,3,0,8,intern,1,0
1812,No,39,Male,Divorced,3,Life Sciences,Sales,Sales Executive,Travel_Frequently,83,3,2,2,19188,9656,2896,1,20,23,40,3,0,3,3,2,0,1,6,3,4,4,2,7,2,1,2,2,agent_B,0,0
1813,No,43,Male,Single,3,Life Sciences,Research & Development,Research Scientist,Non-Travel,52,3,1,2,24978,6310,0,0,9,8,40,2,1,2,2,2,0,2,2,1,3,3,4,7,3,2,1,2,intern,1,0
1814,No,41,Male,Single,3,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,85,4,2,2,15530,8660,2598,0,5,15,40,3,0,1,3,3,0,1,3,2,2,1,3,11,3,2,1,2,intern,0,0
1815,No,41,Female,Divorced,1,Marketing,Sales,Sales Executive,Travel_Rarely,81,3,3,2,26458,8435,2530,1,4,17,40,3,1,4,2,2,1,4,3,3,3,4,0,23,22,14,13,5,intern,1,1
1816,No,30,Female,Single,3,Medical,Research & Development,Manufacturing Director,Travel_Rarely,64,3,3,4,2739,7366,0,0,10,10,40,4,0,3,3,3,0,1,3,1,3,2,9,9,7,7,0,2,direct_recruiting,0,0
1818,Yes,26,Female,Married,2,Medical,Human Resources,Human Resources,Travel_Rarely,69,3,1,1,6889,5929,0,0,20,1,40,3,1,3,2,2,1,4,3,4,2,3,0,6,5,1,1,4,intern,1,1
1821,Yes,46,Female,Married,2,Medical,Research & Development,Healthcare Representative,Travel_Rarely,66,3,2,4,10842,5048,0,1,21,19,40,4,1,4,5,3,0,2,2,4,2,4,4,13,9,7,3,7,direct_recruiting,0,0
1822,No,40,Female,Divorced,3,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,52,3,2,3,9060,5855,2781,1,1,17,40,3,1,3,2,2,0,3,3,3,4,4,4,12,5,3,0,3,intern,1,0
1823,Yes,34,Male,Married,2,Technical Degree,Sales,Sales Executive,Travel_Rarely,92,4,2,4,22128,6993,3146,2,8,37,40,4,1,3,2,2,0,4,5,2,3,3,1,10,10,8,4,8,agent_A,1,1
1824,No,58,Male,Divorced,3,Medical,Sales,Manager,Non-Travel,52,3,4,4,22577,2855,1427,1,2,2,40,2,0,2,4,4,0,1,0,2,2,4,4,37,16,9,14,14,intern,0,0
1826,No,35,Male,Married,4,Medical,Research & Development,Laboratory Technician,Travel_Rarely,91,1,1,3,9696,6661,3035,1,23,2,40,5,1,4,2,2,1,4,2,2,3,2,0,6,5,4,0,3,direct_recruiting,1,1
1827,No,47,Female,Divorced,3,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,92,2,3,2,19271,9142,2742,1,4,3,40,2,1,3,1,1,1,4,4,3,2,3,8,28,22,11,14,10,agent_A,1,1
1829,No,40,Female,Divorced,3,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,47,3,2,2,10748,7179,2153,1,12,2,40,3,0,3,4,2,0,2,3,2,1,2,2,15,7,4,7,7,New_graduate_recruitment,0,0
1830,No,54,Female,Married,4,Medical,Research & Development,Research Scientist,Travel_Rarely,68,3,2,3,15696,6351,3016,1,7,51,40,4,1,2,3,2,1,4,2,4,4,2,4,14,7,1,1,7,intern,1,1
1833,No,31,Female,Married,4,Marketing,Sales,Sales Executive,Travel_Frequently,68,3,3,3,8277,6553,1724,2,7,17,40,2,0,3,3,2,0,2,3,1,1,4,2,9,3,2,2,2,agent_A,0,0
1834,No,28,Female,Married,3,Medical,Research & Development,Research Scientist,Travel_Rarely,67,3,1,4,12719,6877,3438,1,1,7,40,2,1,3,2,2,1,4,3,3,1,3,1,3,3,2,1,2,agent_C,1,1
1835,No,38,Female,Married,4,Marketing,Sales,Sales Representative,Travel_Rarely,77,1,2,4,4244,6293,0,2,2,16,40,3,1,2,3,2,0,2,4,2,4,1,2,20,4,2,0,3,agent_B,0,0
1836,No,26,Male,Single,3,Medical,Sales,Sales Executive,Travel_Rarely,46,3,2,2,9125,2450,0,0,10,0,40,5,1,3,2,2,0,3,4,3,4,1,1,5,5,3,1,2,intern,1,1
1837,No,58,Male,Married,4,Life Sciences,Research & Development,Research Director,Travel_Frequently,87,3,4,3,21624,10683,5074,0,15,32,40,3,0,3,4,4,0,1,3,1,3,2,2,23,2,2,2,2,agent_A,0,0
1839,No,18,Female,Single,3,Medical,Research & Development,Research Scientist,Non-Travel,33,3,1,3,8018,10927,0,0,14,22,40,4,0,1,3,4,0,1,4,2,3,3,1,0,0,0,0,0,intern,0,0
1842,No,31,Male,Married,5,Human Resources,Human Resources,Human Resources,Travel_Rarely,89,4,1,3,21495,10543,5007,0,18,22,40,3,1,3,2,2,1,4,4,4,1,3,0,2,1,0,0,0,intern,1,1
1844,Yes,29,Male,Divorced,3,Human Resources,Human Resources,Human Resources,Travel_Rarely,56,2,1,2,3157,6349,0,3,13,25,40,2,0,3,3,1,0,1,3,1,1,4,4,4,2,2,2,0,agent_B,0,0
1845,No,45,Female,Married,4,Life Sciences,Sales,Sales Executive,Non-Travel,67,3,2,4,19665,6926,0,2,2,23,40,3,1,4,2,2,1,4,3,3,3,2,4,10,8,7,5,7,intern,1,1
1847,No,36,Female,Married,4,Other,Research & Development,Research Scientist,Travel_Rarely,73,3,2,4,19573,6969,0,1,2,6,40,2,1,3,2,1,1,3,2,4,2,4,4,15,1,0,0,0,intern,1,0
1849,No,43,Male,Married,4,Life Sciences,Sales,Sales Executive,Travel_Frequently,92,3,2,4,19246,9186,4593,1,2,45,40,3,0,3,3,4,0,3,5,1,4,3,1,7,7,7,7,7,intern,1,0
1850,No,27,Female,Single,2,Life Sciences,Research & Development,Laboratory Technician,Travel_Frequently,53,3,1,2,19826,8075,0,0,5,20,40,1,0,2,3,3,0,1,3,4,4,3,0,6,5,4,0,2,agent_B,0,0
1852,No,29,Male,Married,1,Medical,Research & Development,Laboratory Technician,Travel_Frequently,40,3,1,2,7003,5374,0,0,20,36,40,5,1,4,4,4,0,3,3,4,4,2,1,11,11,8,3,10,intern,0,0
1853,No,32,Male,Single,4,Marketing,Sales,Sales Executive,Travel_Frequently,79,3,2,2,26075,8552,0,0,10,30,40,3,0,4,3,3,0,1,2,4,4,3,8,4,0,0,0,0,intern,0,0
1854,No,42,Male,Married,4,Technical Degree,Research & Development,Research Scientist,Non-Travel,38,3,1,4,6161,6710,0,2,10,10,40,5,0,2,3,3,0,2,1,3,3,2,3,10,6,3,3,3,intern,0,0
1856,No,47,Female,Single,4,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,64,3,1,2,5411,9974,0,0,9,40,40,3,1,3,2,2,0,2,2,2,3,3,4,7,2,2,2,0,intern,1,0
1857,No,46,Male,Divorced,2,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,82,3,3,3,19989,9840,4674,1,2,14,40,4,0,2,2,2,0,3,4,4,4,3,3,12,9,8,4,7,intern,1,1
1858,No,28,Male,Divorced,2,Life Sciences,Human Resources,Human Resources,Non-Travel,43,3,1,3,10494,4335,2059,1,1,26,40,4,0,3,2,1,0,3,2,3,4,2,1,3,3,2,2,2,intern,1,0
1859,No,29,Male,Divorced,1,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,93,1,2,3,21143,6737,0,2,29,32,40,5,1,3,2,3,0,4,3,4,3,4,8,11,7,0,1,6,New_graduate_recruitment,1,1
1860,Yes,42,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,81,3,1,1,13624,6695,0,0,8,0,40,1,0,3,2,2,0,2,3,4,3,4,4,8,0,0,0,0,agent_B,1,0
